,full_text,favorite_count,retweet_count,created_at,user.followers_count,engagement,performance
2445,Gracias https://t.co/11EyniImW9,34,22,2016,196452,56,0.03
2446,Gracias !! https://t.co/2FG3W8pdmX,55,39,2016,196452,94,0.05
2447,La 30 https://t.co/j0glxUYnMb,106,81,2016,196452,187,0.1
2448,Celebración de la Junta Directiva con los jugadores y el cuerpo técnico https://t.co/9xmX25K8ZH,99,44,2016,196452,143,0.07
2449,"Felicidades a todos los aficionados por el apoyo !!
Ayer rugió el Nacional  #RugeLeón #Camp30nes #PoneteLaBlanca https://t.co/FNWpbjCwvg",98,82,2016,196452,180,0.09
2450,"SOMOS CAMPEONES #RugeLeón #PoneteLaBlanca
Adquiere la camiseta https://t.co/rJxCd2BYu9 #Camp30nes #VamosPorLa30 https://t.co/KgQ6F5BzwH",81,67,2016,196452,148,0.08
2451,"¡SOMOS CAMPEONES DE HONDURAS! #RugeLeón
OLI (3-1) RSO | Global (5-1) #PoneteLaBlanca
 #VamosPorLa30 #Camp30nes https://t.co/3kmyY3YosZ",207,253,2016,196452,460,0.23
2452,"¡Llegó el día! #PoneteLaBlanca
Real Sociedad vs Olimpia #RugeLeón
Estadio Nacional, TGU #VamosPorLa30 https://t.co/phtHCwEcDm",67,46,2016,196452,113,0.06
2453,"Hoy se jugamos la Gran Final #RugeLeón
Real Sociedad vs Olimpia #PoneteLaBlanca
Estadio Nacional, TGU #VamosPorLa30 https://t.co/4414Yubqvy",56,34,2016,196452,90,0.05
2454,"Hoy a partir de (10 am)
Taquillas 7 y 8 venderán  SOL 
Taquilla 5 venderán SOMBRA y SILLA
#PonteLaBlanca #RugeLeon https://t.co/vvmHAXGgrW",45,20,2016,196452,65,0.03
2455,El domingo #PoneteLaBlanca juntos pintaremos el Nacional y a toda Honduras de blanco #RugeLeón Juntos #VamosPorLa30 https://t.co/25Wk4NmXU8,90,73,2016,196452,163,0.08
2456,Ellos se van a palco a ver al amado León Comunicarse 2280-1010 @bancatlan  #RugeLeón #VamosPorLa30 #PoneteLaBlanca https://t.co/NdUkYb2KKX,8,2,2016,196452,10,0.01
2457,"Entrenamiento para la Gran Final de Vuelta Est. Nacional, TGU
#PonteLaBlanca y juntos #VamosPorLa30 #RugeLeón https://t.co/7rCIYdQGbB",24,21,2016,196452,45,0.02
2458,"Entrenamiento para la Gran Final de Vuelta
Est. Nacional, TGU
#PonteLaBlanca y juntos #VamosPorLa30 #RugeLeón https://t.co/jd1e0xuUQc",16,8,2016,196452,24,0.01
2459,"Entrenamiento para la Gran Final de Vuelta
Est. Nacional, TGU
#PonteLaBlanca y juntos #VamosPorLa30 #RugeLeón https://t.co/s0Y763j5Ic",18,6,2016,196452,24,0.01
2460,En taquillas 7 y 8 se venderá entradas para Sol y en la taquilla 5 las entradas para Sombra y Silla mañana a las 10 Am Estadio Nacional.,17,12,2016,196452,29,0.01
2461,"Este domingo #PoneteLaBlanca
#RugeLeón Juntos #VamosPorLa30 

ver video https://t.co/RwUHEOhmBD https://t.co/KT4fWfWjC4",58,19,2016,196452,77,0.04
2462,#PoneteLaBlanca Participa en la rifa de una camiseta del Club Olimpia Deportivo ingresa en: https://t.co/bJ2zsOmmLh https://t.co/gXKeUCpiDI,22,14,2016,196452,36,0.02
2463,"Este domingo #PoneteLaBlanca
#RugeLeón Juntos #VamosPorLa30 

ver video https://t.co/RwUHEOhmBD https://t.co/hCuO1C7wXM",23,22,2016,196452,45,0.02
2464,"Los precios para la Gran Final 4 pm
Olimpia vs @CDRealSociedad TGU
#PoneteLaBlanca y juntos #VamosPorLa30 #RugeLeón https://t.co/rEYNcZsOvg",13,9,2016,196452,22,0.01
2465,"Este domingo #PoneteLaBlanca
#RugeLeón Juntos #VamosPorLa30 
ver video ▶ https://t.co/RwUHEOyY0d https://t.co/zod6UF5Dhe",41,46,2016,196452,87,0.04
2466,Postales | @CDRealSociedad  (1-2) Olimpia https://t.co/jh6Ic43LQ7,14,11,2016,196452,25,0.01
2467,Postales | @CDRealSociedad  (1-2) Olimpia https://t.co/celmus0eCG,12,5,2016,196452,17,0.01
2468,Postales | @CDRealSociedad (1-2) Olimpia https://t.co/S6ambVKy2u,16,5,2016,196452,21,0.01
2469,"Envía OLIMPIA al 0024 para participar en la promoción más grande de todos los tiempos: ""UN BOLETO PARA SIEMPRE""",17,1,2016,196452,18,0.01
2470,"Recuerden acreditarse en las oficinas del club, asi tendran acceso al estadio info https://t.co/BbpbhZZjFI https://t.co/ygT1F9DFoZ",20,8,2016,196452,28,0.01
2471,"Los precios para la Gran Final 4 pm
Olimpia vs @CDRealSociedad  TGU
#PonteLaBlanca y juntos #VamosPorLa30 #RugeLeón https://t.co/J9EcMIygHY",19,25,2016,196452,44,0.02
2472,"Esté domingo #PonteLaBlanca juntos #VamosPorLa30
Cómprala en https://t.co/rJxCd2TzlH ó en @tiendasmendels #RugeLeón https://t.co/ltVg8QUAzi",28,18,2016,196452,46,0.02
2473,"¡Ganamos en Tocoa! #RugeLeón
@CDRealSociedad (1-2) Olimpia
#VamosPorLa30",65,66,2016,196452,131,0.07
2474,"Gol del Real Sociedad #RugeLeón
Real Sociedad (1-2) Olimpia
#VamosPorLa30 https://t.co/EOItSW9Y4H",22,12,2016,196452,34,0.02
2475,"¡GOOOOOL DEL OLIMPIA! #VamosPorLa30 Real Sociedad (0-2) Olimpia #RugeLeón
@carlocostly31 https://t.co/ONyuRLQd2m",62,43,2016,196452,105,0.05
2476,Te invitamos a participar #VamosPorLa30 para información @bancatlan  #ViveLaGranFinalEnPalco https://t.co/A64GREXsKK,14,6,2016,196452,20,0.01
2477,"¡GOOOOOL DEL OLIMPIA! #RugeLeón
Real Sociedad (0-1) Olimpia 
Álex López al '34 
Estadio Francisco Martínez, Tocoa https://t.co/4e0BOiIg21",52,26,2016,196452,78,0.04
2478,Te invitamos a participar #VamosPorLa30 para más información ingresar en @bancatlan #ViveLaGranFinalEnPalco https://t.co/10X9QsiPsB,14,5,2016,196452,19,0.01
2479,Si aun no has visto el #ElToquedeRely ► Olimpia un sentimiento que se pasa de generación en generación ►https://t.co/mMJQ1Q6ABI,23,18,2016,196452,41,0.02
2480,"Postales de la semifinal #JuegoLimpio
Olimpia (2-0) Motagua, Global (2-0)
#RugeLeón Estadio Nacional, TGU https://t.co/1Qm4E1kZ3i",31,10,2016,196452,41,0.02
2481,"Postales de la semifinal #JuegoLimpio
Olimpia (2-0) Motagua, Global (2-0)
#RugeLeón Estadio Nacional, TGU https://t.co/MXvQRnG8v5",10,5,2016,196452,15,0.01
2482,"Postales de la semifinal #JuegoLimpio
Olimpia (2-0) Motagua, Global (2-0)
#RugeLeón Estadio Nacional, TGU https://t.co/CFcNamicmY",19,6,2016,196452,25,0.01
2483,"Postales de la semifinal #JuegoLimpio
Olimpia (2-0) Motagua, Global (2-0)
#RugeLeón Estadio Nacional, TGU https://t.co/45OEhgGpgX",18,8,2016,196452,26,0.01
2484,"Gran Final de Ida #RugeLeón 
@CDRealSociedad vs Olimpia (2 pm)
Estadio Francisco Martínez Durón, Tocoa 
#JuegoLimpio https://t.co/cS9divpdpW",45,31,2016,196452,76,0.04
2485,"2do gol de @romellq31 Olimpia (2-0) @MOTAGUAcom
#RugeLeón #JuegoLimpio Estadio Nacional, TGU https://t.co/EvQ4T5X4Pl",28,27,2016,196452,55,0.03
2486,"1er gol y baile de @carlocostly31 Olimpia (1-0) @MOTAGUAcom
#RugeLeón #JuegoLimpio Estadio Nacional, TGU https://t.co/9I7e9kcJJ0",60,43,2016,196452,103,0.05
2487,"¡Ganamos en el Nacional!
Olimpia (2-0) Motagua, Global (2-0)
#RugeLeón Estadio Nacional, TGU https://t.co/fYf4aVGZsd",111,106,2016,196452,217,0.11
2488,"Hoy se juega la semifinal de vuelta (4 pm)
Olimpia vs Motagua #RugeLeón
Estadio Nacional, Tegucigalpa https://t.co/5VcJTs7zh1",39,18,2016,196452,57,0.03
2489,"Olimpista no te quedes en casa, esta tarde tenemos que pintar #DeBlancoElNacional 🇳🇱 tu apoyo es fundamental para nuestro triunfo.",52,36,2016,196452,88,0.04
2490,¡La hora del juego se acerca! Olimpista este domingo tenemos que pintar #DeBlancoElNacional 🇳🇱 💪🏼 https://t.co/QITJGt0PRA,49,25,2016,196452,74,0.04
2491,"Los precios para la Semifinal de Vuelta #RugeLeón #DeBlancoElNacional
Olimpia vs Motagua (4 pm) #JuegoLimpio https://t.co/n32bRkFHsP",31,15,2016,196452,46,0.02
2492,Ya estamos más cerca de la 🏆30 necesitamos #DeBlancoElNacional 🇳🇱 para lograr la clasificación a la final. ¡Juntos por la 30! #JuegoLimpio,63,66,2016,196452,129,0.07
2493,"Resumen | @MOTAGUAcom vs @CDOlimpia 
#RugeLeón Video: https://t.co/6qbshmKW0U https://t.co/wp2JboVsMh",6,4,2016,196452,10,0.01
2494,"¡Empatamos en el Nacional!
Motagua (0-0) Olimpia 
#RugeLeón Semifinal de Ida https://t.co/ajB2gYGQKr",17,22,2016,196452,39,0.02
2495,"¿Cuál es tu pronóstico para hoy? Semifinal de ida, @MOTAGUAcom vs OLIMPIA #RugeLeón",15,8,2016,196452,23,0.01
2496,"Hoy se jugará la semifinal de ida, en el Estadio Nacional, Tegucigalpa a las (7 pm) #RugeLeón https://t.co/yvfnPW9OkI",70,38,2016,196452,108,0.05
2497,Todo Olimpista se identifica con la piel oficial #RugeLeón cómpralas en https://t.co/rJxCd2TzlH ó @tiendasmendels https://t.co/6apAjkGvpl,76,25,2016,196452,101,0.05
2498,El Club Olimpia lamenta el fallecimiento del deportista Don Ricardo Taylor QDDG este domingo 8 de mayo 2016 https://t.co/SUstkJMVmt,41,22,2016,196452,63,0.03
2499,"¡Empatamos en Tocoa! Jornada 18
Real Sociedad (0-0) Olimpia #RugeLeón
Terminamos en 1er Lugar con 37 puntos https://t.co/hEGBngyrJL",49,28,2016,196452,77,0.04
2500,Le solicitamos a la @lnphonduras y al @CDRealSociedad #fairplay el día domingo y así garantizar un espectáculo https://t.co/R2CXxtAtim,30,34,2016,196452,64,0.03
2501,"Video resumen https://t.co/npuNapZoMS
Jornada 17 | Olimpia (5-0) Victoria #RugeLeón",9,2,2016,196452,11,0.01
2502,"¡Ganamos en el Nacional! TGU
Jornada 17 | Olimpia (5-0) Victoria #RugeLeón https://t.co/xRur5V5cnZ",42,20,2016,196452,62,0.03
2503,"¡Los precios para hoy miércoles! en Tgu
Jornada 17 | Olimpia vs Victoria (7 pm) https://t.co/2FaZWbUMDY",19,11,2016,196452,30,0.02
2504,"¡Hoy la cita es en el Nacional! en Tgu
Jornada 17 | Olimpia vs Victoria (7 pm) https://t.co/ednEsQYcSN",20,23,2016,196452,43,0.02
2505,Postales del partido que ganamos en el Nacional Jornada 16 | Olimpia (3-0) Platense #RugeLeón https://t.co/Ym9vsqdRsk,30,19,2016,196452,49,0.02
2506,Postales del partido que ganamos en el Nacional Jornada 16 | Olimpia (3-0) Platense #RugeLeón https://t.co/q9iFBCbuqw,19,10,2016,196452,29,0.01
2507,"Nuestro próximo partido Jornada 17
Olimpia vs Victoria #RugeLeon
Estadio Nacional TGU https://t.co/Z9vPHAfqez",25,16,2016,196452,41,0.02
2508,"¡Ganamos en el Nacional! TGU
Jornada 16 | Olimpia (3-0) @PlatenseFC_OFI  #RugeLeón https://t.co/8opJa7F6zl",60,34,2016,196452,94,0.05
2509,"Olimpia vs @PlatenseFC_OFI 
Precios L.30 Sol* L.60 Sombra L.150  Silla
*Niños (-12) años GRATIS/SOL acompañados https://t.co/F9nDdmy1LP",32,19,2016,196452,51,0.03
2510,"Jornada 16 | Olimpia vs @PlatenseFC_OFI (4 pm) 
Estadio Nacional, Tegucigalpa https://t.co/IMYbWq02JY",24,19,2016,196452,43,0.02
2511,"¡Un buen Olimpista se identifica con la indumentaria oficial! 
Adquiere la en  https://t.co/rJxCd2TzlH #RugeLeón https://t.co/XJJKbuCq4K",24,11,2016,196452,35,0.02
2512,#RugeLeón Van 3 partidos que perdemos al hilo ¿De quien crees que sea la culpa?,8,4,2016,196452,12,0.01
2513,"¡No pudimos en el Municipal Ceibeño! 
Jornada 15 | Vida (2-1) Olimpia #RugeLeón",8,6,2016,196452,14,0.01
2514,"¡No pudimos en el Nacional! TGU
Semifinal de la @CopaPresidente 
Olimpia (0-3) @rcdespana 
(1-4) en el global #RugeLeón",15,9,2016,196452,24,0.01
2515,"¡Hoy la cita es en el Nacional 7 pm! TGU
@rcdespana vs Olimpia #RugeLeón
Semifinal | @CopaPresidente https://t.co/qp2MfYpEbY",19,19,2016,196452,38,0.02
2516,Envía OLIMPIA al 0024 Al suscribirte estarás participando en el sorteo de mucho dinero en efectivo y premios https://t.co/Rg3YTJ3X2F,21,10,2016,196452,31,0.02
2517,"¡No pudimos en el Nacional! TGU
Jornada 14 | Olimpia (0-1) @JuticalpaFC  #RugeLeón",22,14,2016,196452,36,0.02
2518,"¡Los precios de la Jornada 14! TGU
Olimpia vs @JuticalpaFC (4:00 pm) #RugeLeón https://t.co/648LRqyKJZ",22,12,2016,196452,34,0.02
2519,"Jornada 14
Olimpia vs @JuticalpaFC 
(4 pm) Estadio Nacional, TGU https://t.co/goSerb0Kt2",27,25,2016,196452,52,0.03
2520,"¡Ganamos en el Morazán! SPS
Jornada 13 | Marathon (0-1) Olimpia #RugeLeón",65,58,2016,196452,123,0.06
2521,"Un buen Olimpista se identifica con la piel oficial #RugeLeón 
Adquiere tu camiseta en https://t.co/rJxCd2TzlH https://t.co/8GIPvus6MK",21,10,2016,196452,31,0.02
2522,"Vídeo Resumen Jornada 12
Motagua (1-4) Olimpia #RugeLeón
https://t.co/2Qio7hMYjD",9,12,2016,196452,21,0.01
2523,"¡Ganamos en el Nacional! 
Motagua (1-4) Olimpia #RugeLeón",101,73,2016,196452,174,0.09
2524,"¿Cual es tu pronostico para el partido de hoy? (7:00 pm) 
Jornada 12 | @MOTAGUAcom vs @CDOlimpia #RugeLeón",16,7,2016,196452,23,0.01
2525,"¡Hoy sábado nos vemos en el Nacional! Tegucigalpa
Jornada 12 | @MOTAGUAcom vs @CDOlimpia (7:00 pm) #RugeLeón https://t.co/63VIEDY6Kd",45,28,2016,196452,73,0.04
2526,"¡Este sábado nos vemos en el Nacional! Tegucigalpa
Jornada 12 | Motagua vs Olimpia (7:00 pm) #RugeLeón https://t.co/kKlKX3rgvU",67,37,2016,196452,104,0.05
2527,"Un buen Olimpista se identifica con la piel oficial #RugeLeón 
Adquiere tu camiseta en https://t.co/rJxCd2TzlH https://t.co/mnvhRfMVWJ",20,12,2016,196452,32,0.02
2528,"La cita es en el Olímpico a las 7 pm
Hoy todos somos #Honduras apoyemos a nuestra selección #RugeLeón https://t.co/WLfw89dxGs",78,38,2016,196452,116,0.06
2529,"¿Cuál crees que sea el resultado de hoy?
#ElSalvador  vs #Honduras  #Rusia2018",8,1,2016,196452,9,0.0
2530,"#RugeLeón Gol de Kevin Álvarez (2-0) minuto 28’
Olimpia (2-2) @ClubHProgreso https://t.co/gKBDnqTy43",16,2,2016,196452,18,0.01
2531,"#RugeLeón Gol de @alberthelis9 (1-0) minuto 7’ 
Olimpia (2-2) @ClubHProgreso https://t.co/CIRqly2JtS",4,1,2016,196452,5,0.0
2532,Resumen | Olimpia (2-2) Honduras Progreso #RugeLeón https://t.co/R6PKBaSeAW,3,2,2016,196452,5,0.0
2533,"¡TERMINÓ! #RugeLeón
Olimpia (2-2) @ClubHProgreso 
Elis (1-0) 7’
Álvarez (2-0) 28’
Acevedo (2-1) 46’
Elvir (2-2) 63’ https://t.co/7UK7vF6TCG",16,9,2016,196452,25,0.01
2534,Niños menores de 12 años GRATIS en SOL acompañados de un adulto. https://t.co/D3HqttC5Ql,14,4,2016,196452,18,0.01
2535,"¡Los precios para hoy! #RugeLeón
Jornada 11 | Olimpia vs Honduras Progreso (4 pm) https://t.co/VY4qqEYfBE",15,9,2016,196452,24,0.01
2536,El regalo de papá está en https://t.co/ygu3mpQiIj https://t.co/fcUtASbFp2,7,5,2016,196452,12,0.01
2537,El mejor legado de un padre a sus hijos es un poco de su tiempo cada día ¡FELIZ DÍA DEL PADRE! #RugeLeón https://t.co/8oXIbtgdZp,45,34,2016,196452,79,0.04
2538,El mejor legado de un padre a sus hijos es un poco de su tiempo cada día ¡FELIZ DÍA DEL PADRE!… https://t.co/3IVlCD1rBi,12,7,2016,196452,19,0.01
2539,Gol de @alberthelis9 | Real España (2-3) Olimpia #RugeLeón https://t.co/8r6vp0jkXn,25,12,2016,196452,37,0.02
2540,Gol de @Lpz10alex | Real España (2-3) Olimpia #RugeLeón https://t.co/4NSd032cX9,29,15,2016,196452,44,0.02
2541,Gol de @CarloCostly31 | Real España (2-3) Olimpia #RugeLeón https://t.co/H7IhlV6wgm,19,14,2016,196452,33,0.02
2542,Video Resumen 10 Jornada | Real España (2-3) Olimpia #RugeLeón https://t.co/hfllbeZE7s,9,4,2016,196452,13,0.01
2543,¡Ganamos en San Pedro! Mira algunas de las imágenes que nos dejó el encuentro en el Olímpico Metropolitano #RugeLeón https://t.co/DqE21m3tAc,22,10,2016,196452,32,0.02
2544,¡Ganamos en San Pedro! Mira algunas de las imágenes que nos dejó el encuentro en el Olímpico Metropolitano #RugeLeón https://t.co/xFiGG7MR9d,30,8,2016,196452,38,0.02
2545,¡Ganamos en San Pedro! Mira algunas de las imágenes que nos dejó el encuentro en el Olímpico Metropolitano #RugeLeón https://t.co/aov7ebU44F,20,10,2016,196452,30,0.02
2546,¡Ganamos en San Pedro! Mira algunas de las imágenes que nos dejó el encuentro en el Olímpico Metropolitano #RugeLeón https://t.co/uwi068De9O,13,5,2016,196452,18,0.01
2547,"¡Ganamos en el Olímpico! #RugeLeón
10 Jornada | @rcdespana (2-3) Olimpia https://t.co/S3PUSqCyPC",55,44,2016,196452,99,0.05
2548,"Un buen Olimpista se identifica con la piel oficial #RugeLeón 
Adquiere tu camiseta en https://t.co/rJxCd2TzlH https://t.co/sw04k2xzPr",46,19,2016,196452,65,0.03
2549,"¡Empatamos en Tegucigalpa! #RugeLeón
9 Jornada | Olimpia (1-1) @CDRealSociedad 
Chirinos (1-0) y Martínez (1-1) https://t.co/qICnOWTosv",16,11,2016,196452,27,0.01
2550,"Esperamos de tu apoyo en el Nacional (4:00 pm), para terminar la primer vuelta con una victoria #RugeLeón https://t.co/EX1HYNv7jV",32,18,2016,196452,50,0.03
2551,"!Ganamos en @CopaPresidente! #RugeLeón
@CDOlimpia (2-1) @ClubHProgreso https://t.co/okdtxGzKBf",46,54,2016,196452,100,0.05
2552,"Los esperamos, con tu apoyo en las gradas el equipo logrará el pase a la semifinal de la @CopaPresidente #RugeLeón https://t.co/OoEkTle0iA",30,16,2016,196452,46,0.02
2553,Esperamos de tu apoyo en el Nacional tenemos que ganar para pasar a la siguiente fase @CopaPresidente #RugeLeón https://t.co/j8QrsQyc2S,29,29,2016,196452,58,0.03
2554,"#RugeLeón Resumen @ClubDepVICTORIA  (0-4) @CDOlimpia Jornada 8
https://t.co/0TBbT2muSk",16,10,2016,196452,26,0.01
2555,"!Ganamos en La Ceiba! #RugeLeón Victoria (0-1) Olimpia 
Bayron (0-1) Quioto (0-2) Will Mejia (0-3) Costly (0-4) https://t.co/WjXjpTTyHZ",40,44,2016,196452,84,0.04
2556,"!Inicio el partido en La Ceiba! 
 Vamos Olimpia #RugeLeón
 ¿CUÁL ES TU PRONÓSTICO? https://t.co/LrSA6lhwZL",15,4,2016,196452,19,0.01
2557,"Esperamos de tu apoyo en La Ceiba, ojalá que a la hora del partido tengamos un buen clima #RugeLeón https://t.co/XONrNYguHL",24,12,2016,196452,36,0.02
2558,Entrenamiento previo al juego contra el Victoria de este 27/02/16 #RugeLeón @ Estadio Nacional… https://t.co/x9qThz2D9b,9,6,2016,196452,15,0.01
2559,Entrenamiento previo al juego contra el Victoria de este 27/02/16 #RugeLeón @ Estadio Nacional… https://t.co/2CFO8h18DE,9,4,2016,196452,13,0.01
2560,Entrenamiento previo al juego contra el Victoria de este 27/02/16 #RugeLeón @ Estadio Nacional… https://t.co/xdOvn7UyYH,6,1,2016,196452,7,0.0
2561,Fotos del entrenamiento previo al juego contra el Victoria de este 27/02/16 #RugeLeón https://t.co/YKTl5LVHfl https://t.co/fc6IspIuyO,9,3,2016,196452,12,0.01
2562,La cita es esté sábado 27 de febrero a las 2:00 pm en el Estadio Municipal de La Ceiba @ Estadio… https://t.co/MeR9caG50Q,8,9,2016,196452,17,0.01
2563,Mañana habrá voluntarios con botellones en las ciudades principales del país para colaborar con esta campaña. https://t.co/fQLISAR5ID,33,22,2016,196452,55,0.03
2564,"Continúa nuestro camino #PorLa30 en el puerto. Olimpista, te esperamos este domingo a las 3:00 PM. #RugeLeón https://t.co/jsDyCVscZL",25,24,2016,196452,49,0.02
2565,¡Así finalizó el partido! Ribereños y leones igualaron a dos goles. Todo se definirá en Tegucigalpa. #Ruge León https://t.co/NqSdV6JcBY,17,13,2016,196452,30,0.02
2566,Minuto 93 | ¡Tarjeta roja para Mayron Flores! Nos quedamos con 9.,2,1,2016,196452,3,0.0
2567,Terminaremos el juego con uno menos. Luis Ordóñez recibe tarjeta roja.,4,3,2016,196452,7,0.0
2568,Minuto 86 | Agotamos los cambios. Entra: Luis Ordóñez; Sale: David Meza.,3,0,2016,196452,3,0.0
2569,Minuto 82 | ¡Gol del Honduras! Alvarado anota en una segunda acción luego de la atajada de Edrick Menjívar. Se empata el partido 2-2.,2,0,2016,196452,2,0.0
2570,Minuto 81 | ¡Penal para el Honduras! Cardona cae en el área y el árbitro sanciona la pena máxima.,4,3,2016,196452,7,0.0
2571,Minuto 73 | ¡GOOOL DEL OLIMPIA! Alberth Elis anota el segundo para los leones con un potente testazo. #RugeLeón https://t.co/YJ9gNRiprL,23,20,2016,196452,43,0.02
2572,Minuto 71 | Se realiza el cuarto cambio en Olimpia. Entra: Alberth Elis; Sale: Roger Rojas.,3,1,2016,196452,4,0.0
2573,Minuto 65 | ¡GOOOOL DEL OLIMPIA! Javier Estupiñán anota el empate. https://t.co/Aj5KVDOOT0,15,19,2016,196452,34,0.02
2574,Minuto 64 | ¡Cerca Olimpia del empate! Rojas nuevamente intentó sin embargo el balón se va desviado.,3,2,2016,196452,5,0.0
2575,Minuto 61 | Tercera modificación por parte de los merengues. Entra: Alejandro Reyes; Sale: Jorge Bengoché.,2,0,2016,196452,2,0.0
2576,"En el medio tiempo, se realizaron dos cambios. Ingresaron: Diego Rodríguez y Mayron Flores; salieron: Rembrandt Flores y Ever Alvarado.",3,0,2016,196452,3,0.0
2577,¡Arranca la segunda mitad! Ya se juega el complemento en la Perla del Úlua. #RugeLeón,2,0,2016,196452,2,0.0
2578,¡Así finalizó la primera mitad en el Humberto Micheletti! Los leones caen 1-0 ante los ribereños. https://t.co/ELfrX6ULUn,3,2,2016,196452,5,0.0
2579,Minuto 34 | ¡Gol del Honduras! Los locales se ponen arriba en el marcador.,1,0,2016,196452,1,0.0
2580,Minuto 25 | ¡Nos salvamos! Edrick Menjívar detiene el disparo que iba con dirección a gol. Se mantiene el empate 0-0.,3,0,2016,196452,3,0.0
2581,Minuto 20 | ¡Cerca Olimpia del primero! Remate de Rojas que pasa a un lado de la portería ribereña.,2,2,2016,196452,4,0.0
2582,¡Ya se juega en El Progreso! Así saltaron los leones a la cancha en la ida de 4tos de final de la Copa Presidente. https://t.co/gXeYYoy9yZ,9,7,2016,196452,16,0.01
2583,"Olimpista, mañana en El Progreso jugamos la Ida de los 4tos de Final con el objetivo de acercarnos al bicampeonato. https://t.co/zO6CRfTk8i",32,30,2016,196452,62,0.03
2584,Unámos a la @salvamivida para devolverle la sonrisa a nuestros niños. ¡Esta batalla la ganamos juntos! https://t.co/9dmRb76idr,13,12,2016,196452,25,0.01
2585,"Luego de vencer al Vida en la J6, los leones vuelven a ser líderes en solitario del Torneo Clausura. #RugeLeón https://t.co/7wkff2cjgV",18,21,2016,196452,39,0.02
2586,Esto son los detalles más destacados del club merengue en la goleada 4-0 ante Vida. #RugeLeón https://t.co/evA5It8Mbk,16,10,2016,196452,26,0.01
2587,Ya puedes ver en nuestro Facebook oficial la galería del Olimpia vs Vida por la J6 del Torneo Clausura. #RugeLeón https://t.co/MZqRmJsuya,17,9,2016,196452,26,0.01
2588,"Una tarde celebrando al amor, rodeados de amigos y con triunfo incluido. ¡A nosotros nos gusta eso! #GraciasOlimpia https://t.co/07hfDYb1QG",52,28,2016,196452,80,0.04
2589,Así finalizó el juego por la jornada 6 en una tarde en donde nos afianzamos en el liderato de la tabla. #RugeLeón https://t.co/PaTGqbGNgh,46,35,2016,196452,81,0.04
2590,Porque un día te enamoraste de estos colores y ahora los llevás en la piel.¡Celebramos un amor de toda la vida! https://t.co/B5ifW3XUHh,50,38,2016,196452,88,0.04
2591,"En el mes de la lucha contra el cáncer infantil, te compartimos los síntomas para detectar este mal. https://t.co/4H6E2lnJmU",21,22,2016,196452,43,0.02
2592,"Este domingo tienes una cita en el Nacional. ¡Olimpista, no te quedes en casa! https://t.co/RuezeCXu5S",25,26,2016,196452,51,0.03
2593,¿Tienes Instagram? Búscanos como @cdolimpia y sigue al más popular del país en todas las redes sociales. https://t.co/lPj3tsvMHN,18,9,2016,196452,27,0.01
2594,¿Pasarás el día del amor y la amistad con el amor de tu vida? https://t.co/8w2gPHI1jc,22,22,2016,196452,44,0.02
2595,¡Este domingo te esperamos para celebrar este amor! A partir de las 4 PM ante Vida para continuar el camino #PorLa30 https://t.co/3JdEHCVRAK,28,24,2016,196452,52,0.03
2596,¡Esta batalla la ganamos juntos! Puedes adquirir tu camiseta en Tiendas Mendel's y en https://t.co/fjGZH8XoOn. https://t.co/yC2LzLzjgU,22,20,2016,196452,42,0.02
2597,"Luego de 5 jornadas disputadas, así se encuentra la tabla de posiciones del Clausura 2016. #RugeLeón https://t.co/25KCbVonW9",14,15,2016,196452,29,0.01
2598,"Acciones de la jornada 5 ante Juticalpa, ingresa a nuestro sitio oficial en Facebook para observar el álbum completo https://t.co/Qa7YJIyfNu",25,4,2016,196452,29,0.01
2599,¡Fin del partido! Esta tarde caímos 2-1 ante Juticalpa en el Juan Ramón Brevé Vargas. https://t.co/SpesLbyGLS,7,18,2016,196452,25,0.01
2600,Min. 90 | ¡Tarjeta roja para Alberth Elis! Terminamos jugando con 9 hombres.,0,1,2016,196452,1,0.0
2601,Min. 85 | ¡Cerca los locales del tercero! Remate que se va por arriba de la portería de Donis Escober!,1,0,2016,196452,1,0.0
2602,Min. 78 | ¡Nos quedamos con 10! Tarjeta roja para Ever Alvarado.,1,2,2016,196452,3,0.0
2603,Min. 59 | Tarjeta amarilla para Ever Alvarado por parte del conjunto merengue.,0,1,2016,196452,1,0.0
2604,Min. 56 | ¡Agotamos los cambios! Entra: Michaell Chirinos; Sale: Romell Quioto.,2,4,2016,196452,6,0.0
2605,¡Arranca el complemento! Ya se juega la segunda mitad en Juticalpa. #RugeLeón,2,2,2016,196452,4,0.0
2606,En el medio tiempo se realiza el segundo cambio en Olimpia. Entra: Carlo Costly; Sale: Mayron Flores.,1,7,2016,196452,8,0.0
2607,¡Finalizó el primer tiempo! Los leones caen momentáneamente en el Juan Ramón Brevé ante los canecheros. #RugeLeón https://t.co/RVOVzpuRtZ,6,5,2016,196452,11,0.01
2608,Min. 45 | ¡Gol del Juticalpa! Esdras Padilla anota el 2-1 a favor de los canecheros.,1,5,2016,196452,6,0.0
2609,Min. 34 | ¡Se salvó Olimpia! Donis Escober desvía un disparo que tenía dirección a gol.,2,0,2016,196452,2,0.0
2610,Min. 20 | Segundo amonestado por parte del conjunto blanco. Oscar Salas recibe cartón amarillo.,0,5,2016,196452,5,0.0
